id,product_id,color,price,season,image_url,name,brand,gender,category,isTrendy
16,V1021A010-802,Black,25,ALL,https://secure-i1.ztat.net/detail/V1/02/1A/01/08/02/V1021A010-802@1.jpg,ROB - Cardigan - black,Vila,FEMALE,womens-clothing-cardigans
17,VE121X007-113,Grey,25,ALL,https://secure-i2.ztat.net/detail/VE/12/1X/00/71/13/VE121X007-113@1.jpg,GLORY NEW - Cardigan - grey,Vero Moda,FEMALE,womens-clothing-cardigans
18,V1021A006-801,Black,28,ALL,https://secure-i5.ztat.net/detail/V1/02/1A/00/68/01/V1021A006-801@1.jpg,ROB LONG - Cardigan - black,Vila,FEMALE,womens-clothing-cardigans
19,VE121I0BR-Q11,Black,14,ALL,https://secure-i2.ztat.net/detail/VE/12/1I/0B/RQ/11/VE121I0BR-Q11@1.1.jpg,LULULOVE - Cardigan - black,Vero Moda,FEMALE,womens-clothing-cardigans
20,ES421I02W-714,Brown,39,ALL,https://secure-i1.ztat.net/detail/ES/42/1I/02/W7/14/ES421I02W-714@1.1.jpg,Cardigan - brown,ESPRIT Collection,FEMALE,womens-clothing-cardigans
21,VE121I08P-103,Grey,18,ALL,https://secure-i3.ztat.net/detail/VE/12/1I/08/P1/03/VE121I08P-103@1.1.jpg,GLORY NEW LS O-NECK CARDIGAN - Cardigan - grey,Vero Moda,FEMALE,womens-clothing-cardigans
22,ES421I03F-K11,Blue,29,ALL,https://secure-i4.ztat.net/detail/ES/42/1I/03/FK/11/ES421I03F-K11@5.jpg,Cardigan - dark navy,ESPRIT Collection,FEMALE,womens-clothing-cardigans
23,VE121I0AX-C00,Grey,22,ALL,https://secure-i6.ztat.net/detail/VE/12/1I/0A/XC/00/VE121I0AX-C00@1.1.jpg,DANIA - Cardigan - medium grey melange,Vero Moda,FEMALE,womens-clothing-cardigans
24,VE121X005-503,Blue,18,ALL,https://secure-i3.ztat.net/detail/VE/12/1X/00/55/03/VE121X005-503@1.jpg,GLORY NEW - Cardigan - blue,Vero Moda,FEMALE,womens-clothing-cardigans
25,VE121X005-113,Grey,18,ALL,https://secure-i6.ztat.net/detail/VE/12/1X/00/51/13/VE121X005-113@1.jpg,GLORY NEW - Cardigan - grey,Vero Moda,FEMALE,womens-clothing-cardigans
26,VE121I08P-101,Grey,18,ALL,https://secure-i5.ztat.net/detail/VE/12/1I/08/P1/01/VE121I08P-101@1.1.jpg,GLORY NEW LS O-NECK CARDIGAN - Cardigan - grey,Vero Moda,FEMALE,womens-clothing-cardigans
27,VE121X007-503,Blue,18,ALL,https://secure-i5.ztat.net/detail/VE/12/1X/00/75/03/VE121X007-503@1.jpg,GLORY NEW - Cardigan - blue,Vero Moda,FEMALE,womens-clothing-cardigans
28,RM021D009-707,Brown,65,ALL,https://secure-i5.ztat.net/detail/RM/02/1D/00/97/07/RM021D009-707@1.1.jpg,Cardigan - brown melange,Rosemunde,FEMALE,womens-clothing-cardigans
29,RM021D009-103,Grey,65,ALL,https://secure-i3.ztat.net/detail/RM/02/1D/00/91/03/RM021D009-103@1.1.jpg,Cardigan - dark grey,Rosemunde,FEMALE,womens-clothing-cardigans
30,VE121X005-111,Grey,18,ALL,https://secure-i4.ztat.net/detail/VE/12/1X/00/51/11/VE121X005-111@1.jpg,GLORY NEW - Cardigan - grey,Vero Moda,FEMALE,womens-clothing-cardigans
31,VE121X007-802,Black,25,ALL,https://secure-i1.ztat.net/detail/VE/12/1X/00/78/02/VE121X007-802@1.jpg,GLORY NEW - Cardigan - black,Vero Moda,FEMALE,womens-clothing-cardigans
32,M5821I034-Q11,Black,34,ALL,https://secure-i6.ztat.net/detail/M5/82/1I/03/4Q/11/M5821I034-Q11@3.jpg,Cardigan - black,More & More,FEMALE,womens-clothing-cardigans
33,ES121I03J-502,Blue,29,ALL,https://secure-i6.ztat.net/detail/ES/12/1I/03/J5/02/ES121I03J-502@1.1.jpg,Cardigan - cinder blue,Esprit,FEMALE,womens-clothing-cardigans
34,ES421I02T-802,Black,39,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/02/T8/02/ES421I02T-802@1.1.jpg,Cardigan - black,ESPRIT Collection,FEMALE,womens-clothing-cardigans
35,CO121I02M-Q11,Black,40,SUMMER,https://secure-i2.ztat.net/detail/CO/12/1I/02/MQ/11/CO121I02M-Q11@1.jpg,Cardigan - schwarz,"comma,",FEMALE,womens-clothing-cardigans
36,ES421I03G-C11,Grey,55,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/03/GC/11/ES421I03G-C11@5.jpg,Cardigan - nougat melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans
37,ES121I03J-712,Brown,29,ALL,https://secure-i3.ztat.net/detail/ES/12/1I/03/J7/12/ES121I03J-712@1.1.jpg,Cardigan - timber melange,Esprit,FEMALE,womens-clothing-cardigans
38,ES121I03J-802,Black,29,ALL,https://secure-i3.ztat.net/detail/ES/12/1I/03/J8/02/ES121I03J-802@1.1.jpg,Cardigan - black,Esprit,FEMALE,womens-clothing-cardigans
39,CO121I03B-Q11,Black,42,ALL,https://secure-i3.ztat.net/detail/CO/12/1I/03/BQ/11/CO121I03B-Q11@12.jpg,Cardigan - black,"comma,",FEMALE,womens-clothing-cardigans
40,CO121I03C-Q11,Black,34,ALL,https://secure-i2.ztat.net/detail/CO/12/1I/03/CQ/11/CO121I03C-Q11@12.jpg,Cardigan - black,"comma,",FEMALE,womens-clothing-cardigans
41,4BE21I02G-302,Red,33,SUMMER,https://secure-i2.ztat.net/detail/4B/E2/1I/02/G3/02/4BE21I02G-302@16.jpg,Cardigan - red,Benetton,FEMALE,womens-clothing-cardigans
42,P5621G00E-A00,White,37,SUMMER,https://secure-i3.ztat.net/detail/P5/62/1G/00/EA/00/P5621G00E-A00@4.jpg,Cardigan - weiß,Passport,FEMALE,womens-clothing-cardigans
43,V1021I05K-113,Grey,20,WINTER,https://secure-i2.ztat.net/detail/V1/02/1I/05/K1/13/V1021I05K-113@1.1.jpg,KAKTUS - Cardigan - dark grey melange,Vila,FEMALE,womens-clothing-cardigans
44,ZA821J002-C11,Grey,17,ALL,https://secure-i2.ztat.net/detail/ZA/82/1J/00/2C/11/ZA821J002-C11@20.jpg,Cardigan - grey melange,Zalando Essentials,FEMALE,womens-clothing-cardigans
45,4BE21I077-Q11,Black,33,SUMMER,https://secure-i6.ztat.net/detail/4B/E2/1I/07/7Q/11/4BE21I077-Q11@3.1.jpg,Cardigan - black,Benetton,FEMALE,womens-clothing-cardigans
46,ES121I05I-K11,Blue,39,ALL,https://secure-i2.ztat.net/detail/ES/12/1I/05/IK/11/ES121I05I-K11@12.jpg,NOOS  - Cardigan - cinder blue,Esprit,FEMALE,womens-clothing-cardigans
47,M5821D065-K11,Blue,42,ALL,https://secure-i4.ztat.net/detail/M5/82/1D/06/5K/11/M5821D065-K11@12.jpg,Cardigan - marine,More & More,FEMALE,womens-clothing-cardigans
48,ES121I05I-Q11,Black,39,ALL,https://secure-i6.ztat.net/detail/ES/12/1I/05/IQ/11/ES121I05I-Q11@16.jpg,NOOS  - Cardigan - black,Esprit,FEMALE,womens-clothing-cardigans
49,M5821D065-Q11,Black,42,ALL,https://secure-i6.ztat.net/detail/M5/82/1D/06/5Q/11/M5821D065-Q11@14.jpg,Cardigan - black,More & More,FEMALE,womens-clothing-cardigans
50,V1021I08V-C12,Grey,17,ALL,https://secure-i1.ztat.net/detail/V1/02/1I/08/VC/12/V1021I08V-C12@2.jpg,CONFIDENT - Cardigan - super light grey melange,Vila,FEMALE,womens-clothing-cardigans
51,ZA821J002-C12,Grey,17,ALL,https://secure-i2.ztat.net/detail/ZA/82/1J/00/2C/12/ZA821J002-C12@2.1.jpg,Cardigan - light grey melange,Zalando Essentials,FEMALE,womens-clothing-cardigans
52,ZA821J002-Q11,Black,17,ALL,https://secure-i3.ztat.net/detail/ZA/82/1J/00/2Q/11/ZA821J002-Q11@14.jpg,Cardigan - black,Zalando Essentials,FEMALE,womens-clothing-cardigans
53,ES421I04G-K11,Blue,39,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/04/GK/11/ES421I04G-K11@12.1.jpg,Cardigan - dark navy,ESPRIT Collection,FEMALE,womens-clothing-cardigans
54,ES421I04F-Q11,Black,39,ALL,https://secure-i4.ztat.net/detail/ES/42/1I/04/FQ/11/ES421I04F-Q11@13.jpg,Cardigan - black,ESPRIT Collection,FEMALE,womens-clothing-cardigans
55,ES421I04F-C11,Grey,39,ALL,https://secure-i5.ztat.net/detail/ES/42/1I/04/FC/11/ES421I04F-C11@16.jpg,Cardigan - cosy grey melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans
56,ES421I04G-Q11,Black,39,ALL,https://secure-i4.ztat.net/detail/ES/42/1I/04/GQ/11/ES421I04G-Q11@12.jpg,Cardigan - black,ESPRIT Collection,FEMALE,womens-clothing-cardigans
57,ES421I04F-K11,Black,39,ALL,https://secure-i1.ztat.net/detail/ES/42/1I/04/FK/11/ES421I04F-K11@14.jpg,Cardigan - dark navy,ESPRIT Collection,FEMALE,womens-clothing-cardigans
58,TO221I031-D11,Silver,42,ALL,https://secure-i5.ztat.net/detail/TO/22/1I/03/1D/11/TO221I031-D11@14.jpg,Cardigan - dark silver grey,Tom Tailor,FEMALE,womens-clothing-cardigans
59,ES421I03G-K11,Blue,55,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/03/GK/11/ES421I03G-K11@15.jpg,Cardigan - blue,ESPRIT Collection,FEMALE,womens-clothing-cardigans
60,S2921I05S-C11,Grey,40,ALL,https://secure-i2.ztat.net/detail/S2/92/1I/05/SC/11/S2921I05S-C11@2.jpg,Cardigan - grey/ black,Sir Oliver,FEMALE,womens-clothing-cardigans
61,CO121I02Y-O11,Brown,60,ALL,https://secure-i2.ztat.net/detail/CO/12/1I/02/YO/11/CO121I02Y-O11@14.jpg,Cardigan - braun,"comma,",FEMALE,womens-clothing-cardigans
62,CO121I02Y-C11,Grey,60,ALL,https://secure-i2.ztat.net/detail/CO/12/1I/02/YC/11/CO121I02Y-C11@14.jpg,Cardigan - grau,"comma,",FEMALE,womens-clothing-cardigans
63,CO121I02Y-Q11,Black,60,ALL,https://secure-i5.ztat.net/detail/CO/12/1I/02/YQ/11/CO121I02Y-Q11@13.jpg,Cardigan - schwarz,"comma,",FEMALE,womens-clothing-cardigans
64,ED121I03M-Q11,Black,29,ALL,https://secure-i6.ztat.net/detail/ED/12/1I/03/MQ/11/ED121I03M-Q11@14.jpg,Cardigan - black,edc by Esprit,FEMALE,womens-clothing-cardigans
65,TO721I02B-Q11,Black,45,ALL,https://secure-i4.ztat.net/detail/TO/72/1I/02/BQ/11/TO721I02B-Q11@15.jpg,Cardigan - black,Tom Tailor Denim,FEMALE,womens-clothing-cardigans
66,SO221I08O-Q11,Black,40,ALL,https://secure-i4.ztat.net/detail/SO/22/1I/08/OQ/11/SO221I08O-Q11@14.jpg,Cardigan - black,s.Oliver,FEMALE,womens-clothing-cardigans
67,ES121I043-K11,Blue,29,ALL,https://secure-i2.ztat.net/detail/ES/12/1I/04/3K/11/ES121I043-K11@2.2.jpg,Cardigan - cinder blue,Esprit,FEMALE,womens-clothing-cardigans
68,TO721I02B-G11,Red,45,ALL,https://secure-i3.ztat.net/detail/TO/72/1I/02/BG/11/TO721I02B-G11@14.jpg,Cardigan - mauve wine red,Tom Tailor Denim,FEMALE,womens-clothing-cardigans
69,TO721I02B-C11,Grey,45,ALL,https://secure-i4.ztat.net/detail/TO/72/1I/02/BC/11/TO721I02B-C11@13.jpg,Cardigan - shale grey melange,Tom Tailor Denim,FEMALE,womens-clothing-cardigans
70,VE121I0AX-K12,Blue,23,ALL,https://secure-i6.ztat.net/detail/VE/12/1I/0A/XK/12/VE121I0AX-K12@14.jpg,DANIA - Cardigan - black iris,Vero Moda,FEMALE,womens-clothing-cardigans
71,V1021I09I-C11,Grey,21,ALL,https://secure-i6.ztat.net/detail/V1/02/1I/09/IC/11/V1021I09I-C11@14.jpg,RIVA - Cardigan - dark grey melange,Vila,FEMALE,womens-clothing-cardigans
72,V1021I09I-Q11,Black,21,ALL,https://secure-i4.ztat.net/detail/V1/02/1I/09/IQ/11/V1021I09I-Q11@14.jpg,RIVA - Cardigan - black,Vila,FEMALE,womens-clothing-cardigans
73,SO221I08L-C11,Grey,32,ALL,https://secure-i2.ztat.net/detail/SO/22/1I/08/LC/11/SO221I08L-C11@13.jpg,Cardigan - ash grey melange,s.Oliver,FEMALE,womens-clothing-cardigans
74,SO221I08M-M11,Green,32,ALL,https://secure-i4.ztat.net/detail/SO/22/1I/08/MM/11/SO221I08M-M11@14.jpg,Cardigan - lime sorbet,s.Oliver,FEMALE,womens-clothing-cardigans
75,M5821I059-Q11,Black,50,ALL,https://secure-i3.ztat.net/detail/M5/82/1I/05/9Q/11/M5821I059-Q11@13.jpg,Cardigan - black,More & More,FEMALE,womens-clothing-cardigans
76,SO221I08L-Q11,Black,32,ALL,https://secure-i1.ztat.net/detail/SO/22/1I/08/LQ/11/SO221I08L-Q11@14.jpg,Cardigan - black,s.Oliver,FEMALE,womens-clothing-cardigans
77,SO221I08L-K11,Blue,32,ALL,https://secure-i1.ztat.net/detail/SO/22/1I/08/LK/11/SO221I08L-K11@14.jpg,Cardigan - india ink melange,s.Oliver,FEMALE,womens-clothing-cardigans
78,SO221I08L-J11,Pink,32,ALL,https://secure-i2.ztat.net/detail/SO/22/1I/08/LJ/11/SO221I08L-J11@14.jpg,Cardigan - deep magenta,s.Oliver,FEMALE,womens-clothing-cardigans
79,ON321I09A-Q11,Black,20,SUMMER,https://secure-i6.ztat.net/detail/ON/32/1I/09/AQ/11/ON321I09A-Q11@14.jpg,EMMA - Cardigan - black,ONLY,FEMALE,womens-clothing-cardigans
80,ON321I09A-C12,Grey,20,SUMMER,https://secure-i1.ztat.net/detail/ON/32/1I/09/AC/12/ON321I09A-C12@14.jpg,EMMA - Cardigan - medium grey melange,ONLY,FEMALE,womens-clothing-cardigans
81,ON321I09A-C11,Grey,20,SUMMER,https://secure-i2.ztat.net/detail/ON/32/1I/09/AC/11/ON321I09A-C11@14.jpg,EMMA - Cardigan - asphalt,ONLY,FEMALE,womens-clothing-cardigans
82,ES421I03R-C11,Grey,39,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/03/RC/11/ES421I03R-C11@14.jpg,Cardigan - cody grey melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans
83,ES121I042-Q11,Black,25,ALL,https://secure-i3.ztat.net/detail/ES/12/1I/04/2Q/11/ES121I042-Q11@14.jpg,Cardigan - black,Esprit,FEMALE,womens-clothing-cardigans
84,ES121I042-C11,Grey,29,ALL,https://secure-i5.ztat.net/detail/ES/12/1I/04/2C/11/ES121I042-C11@14.jpg,Cardigan - light grey melange,Esprit,FEMALE,womens-clothing-cardigans
85,ES421I03R-Q11,Black,39,ALL,https://secure-i1.ztat.net/detail/ES/42/1I/03/RQ/11/ES421I03R-Q11@14.jpg,Cardigan - black,ESPRIT Collection,FEMALE,womens-clothing-cardigans
86,ES421I03R-K11,Blue,39,ALL,https://secure-i1.ztat.net/detail/ES/42/1I/03/RK/11/ES421I03R-K11@14.jpg,Cardigan - dark navy,ESPRIT Collection,FEMALE,womens-clothing-cardigans
87,TO221I02O-K11,Blue,45,ALL,https://secure-i6.ztat.net/detail/TO/22/1I/02/OK/11/TO221I02O-K11@15.1.jpg,Cardigan - dunkelblau,Tom Tailor,FEMALE,womens-clothing-cardigans
88,TO221I02O-Q11,Black,45,ALL,https://secure-i5.ztat.net/detail/TO/22/1I/02/OQ/11/TO221I02O-Q11@15.jpg,Cardigan - schwarz,Tom Tailor,FEMALE,womens-clothing-cardigans
89,ES121I042-K11,Blue,29,ALL,https://secure-i4.ztat.net/detail/ES/12/1I/04/2K/11/ES121I042-K11@2.jpg,Cardigan - cinder blue,Esprit,FEMALE,womens-clothing-cardigans
90,ES121I043-Q11,Black,29,ALL,https://secure-i1.ztat.net/detail/ES/12/1I/04/3Q/11/ES121I043-Q11@2.1.jpg,Cardigan - black,Esprit,FEMALE,womens-clothing-cardigans
91,ES421I03F-C11,Grey,29,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/03/FC/11/ES421I03F-C11@2.1.jpg,Cardigan - cosy grey melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans
92,ES421I03G-C12,Grey,55,ALL,https://secure-i4.ztat.net/detail/ES/42/1I/03/GC/12/ES421I03G-C12@2.3.jpg,Cardigan - cosy grey melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans
93,TO721I027-Q11,Grey,27,ALL,https://secure-i4.ztat.net/detail/TO/72/1I/02/7Q/11/TO721I027-Q11@14.jpg,Cardigan - black,Tom Tailor Denim,FEMALE,womens-clothing-cardigans
94,TO221I02N-Q11,Black,27,ALL,https://secure-i5.ztat.net/detail/TO/22/1I/02/NQ/11/TO221I02N-Q11@14.jpg,Cardigan - schwarz,Tom Tailor,FEMALE,womens-clothing-cardigans
95,TO221I02N-K11,Blue,27,ALL,https://secure-i5.ztat.net/detail/TO/22/1I/02/NK/11/TO221I02N-K11@14.jpg,Cardigan - dunkelblau,Tom Tailor,FEMALE,womens-clothing-cardigans
96,ON321I08U-C12,Grey,17,ALL,https://secure-i6.ztat.net/detail/ON/32/1I/08/UC/12/ON321I08U-C12@13.jpg,RICCO - Cardigan - dark grey melange,ONLY,FEMALE,womens-clothing-cardigans
97,V1021I08V-Q11,Black,16,ALL,https://secure-i1.ztat.net/detail/V1/02/1I/08/VQ/11/V1021I08V-Q11@2.1.jpg,CONFIDENT - Cardigan - black,Vila,FEMALE,womens-clothing-cardigans
98,V1021I08V-C11,Grey,16,ALL,https://secure-i2.ztat.net/detail/V1/02/1I/08/VC/11/V1021I08V-C11@2.jpg,CONFIDENT - Cardigan - dark grey melange,Vila,FEMALE,womens-clothing-cardigans
99,ES121I043-C11,Grey,29,ALL,https://secure-i4.ztat.net/detail/ES/12/1I/04/3C/11/ES121I043-C11@18.jpg,Cardigan - light grey melange,Esprit,FEMALE,womens-clothing-cardigans
100,OB121I04G-A11,White,42,WINTER,https://secure-i1.ztat.net/detail/OB/12/1I/04/GA/11/OB121I04G-A11@4.jpg,DEANNA - Cardigan - egret,Object,FEMALE,womens-clothing-cardigans
101,M5921I07L-Q11,Black,35,SUMMER,https://secure-i6.ztat.net/detail/M5/92/1I/07/LQ/11/M5921I07L-Q11@1.jpg,Cardigan - noir,Morgan,FEMALE,womens-clothing-cardigans
102,AN621I03T-Q11,Black,42,WINTER,https://secure-i4.ztat.net/detail/AN/62/1I/03/TQ/11/AN621I03T-Q11@7.jpg,Cardigan - black,Anna Field,FEMALE,womens-clothing-cardigans
103,P5621G00E-Q00,Black,37,SUMMER,https://secure-i1.ztat.net/detail/P5/62/1G/00/EQ/00/P5621G00E-Q00@4.1.jpg,Cardigan - schwarz,Passport,FEMALE,womens-clothing-cardigans
104,P5621G00E-K00,Blue,37,SUMMER,https://secure-i6.ztat.net/detail/P5/62/1G/00/EK/00/P5621G00E-K00@7.jpg,Cardigan - navy,Passport,FEMALE,womens-clothing-cardigans
105,PC721I009-Q00,Black,65,WINTER,https://secure-i4.ztat.net/detail/PC/72/1I/00/9Q/00/PC721I009-Q00@1.1.jpg,DORLENE - Cardigan - schwarz,Opus,FEMALE,womens-clothing-cardigans
106,PC721I002-802,Black,30,WINTER,https://secure-i3.ztat.net/detail/PC/72/1I/00/28/02/PC721I002-802@1.1.jpg,AMARYLLIS - Cardigan - black,Opus,FEMALE,womens-clothing-cardigans
107,PC721I002-104,Silver,30,WINTER,https://secure-i2.ztat.net/detail/PC/72/1I/00/21/04/PC721I002-104@1.1.jpg,AMARYLLIS - Cardigan - silver,Opus,FEMALE,womens-clothing-cardigans
108,M5921I05H-909,Black,25,SUMMER,https://secure-i1.ztat.net/detail/M5/92/1I/05/H9/09/M5921I05H-909@1.1.jpg,CALOU - Cardigan - noir,Morgan,FEMALE,womens-clothing-cardigans
109,KA321I01Z-113,Grey,25,SUMMER,https://secure-i2.ztat.net/detail/KA/32/1I/01/Z1/13/KA321I01Z-113@1.1.jpg,Cardigan - dark grey melange,Kaffe,FEMALE,womens-clothing-cardigans
110,GA321I01C-K11,Blue,75,SUMMER,https://secure-i6.ztat.net/detail/GA/32/1I/01/CK/11/GA321I01C-K11@3.1.jpg,Cardigan - navy,Gant,FEMALE,womens-clothing-cardigans
111,ZA821I000-Q00,Black,21,SUMMER,https://secure-i5.ztat.net/detail/ZA/82/1I/00/0Q/00/ZA821I000-Q00@6.1.jpg,Cardigan - black,Zalando Essentials,FEMALE,womens-clothing-cardigans
112,GA321I01S-503,Blue,95,SUMMER,https://secure-i5.ztat.net/detail/GA/32/1I/01/S5/03/GA321I01S-503@1.1.jpg,Cardigan - navy,Gant,FEMALE,womens-clothing-cardigans
113,SO221I08O-D11,Silver,40,ALL,https://secure-i5.ztat.net/detail/SO/22/1I/08/OD/11/SO221I08O-D11@14.jpg,Cardigan - silber melange,s.Oliver,FEMALE,womens-clothing-cardigans
114,ED121I03L-C11,Grey,29,ALL,https://secure-i3.ztat.net/detail/ED/12/1I/03/LC/11/ED121I03L-C11@14.jpg,Cardigan - dark granite melange,edc by Esprit,FEMALE,womens-clothing-cardigans
115,ON321I09A-A11,White,20,SUMMER,https://secure-i1.ztat.net/detail/ON/32/1I/09/AA/11/ON321I09A-A11@13.jpg,EMMA - Cardigan - cloud dancer,ONLY,FEMALE,womens-clothing-cardigans
116,V1021I08V-B11,Beige,11,ALL,https://secure-i3.ztat.net/detail/V1/02/1I/08/VB/11/V1021I08V-B11@2.jpg,CONFIDENT - Cardigan - birch,Vila,FEMALE,womens-clothing-cardigans
117,AN621I03F-704,Beige,34,WINTER,https://secure-i2.ztat.net/detail/AN/62/1I/03/F7/04/AN621I03F-704@1.1.jpg,Cardigan - beige,Anna Field,FEMALE,womens-clothing-cardigans
118,SE521I056-C11,Grey,75,SUMMER,https://secure-i1.ztat.net/detail/SE/52/1I/05/6C/11/SE521I056-C11@14.jpg,SFMIMI - Cardigan - ashes of roses,Selected Femme,FEMALE,womens-clothing-cardigans
119,CR221I049-Q11,Black,50,SUMMER,https://secure-i5.ztat.net/detail/CR/22/1I/04/9Q/11/CR221I049-Q11@16.1.jpg,Cardigan - bluish black,Cream,FEMALE,womens-clothing-cardigans
120,SO221I09A-K11,Blue,42,SUMMER,https://secure-i2.ztat.net/detail/SO/22/1I/09/AK/11/SO221I09A-K11@16.jpg,Cardigan - flavour blue,s.Oliver,FEMALE,womens-clothing-cardigans
121,ZA821I016-Q11,Black,17,SUMMER,https://secure-i5.ztat.net/detail/ZA/82/1I/01/6Q/11/ZA821I016-Q11@14.jpg,Cardigan - black,Zalando Essentials,FEMALE,womens-clothing-cardigans
122,ON321I0CO-A11,White,30,SUMMER,https://secure-i1.ztat.net/detail/ON/32/1I/0C/OA/11/ON321I0CO-A11@5.jpg,ONLSPARKS - Cardigan - cloud dancer,ONLY,FEMALE,womens-clothing-cardigans
123,SO221I09C-K11,Blue,30,SUMMER,https://secure-i4.ztat.net/detail/SO/22/1I/09/CK/11/SO221I09C-K11@14.jpg,Cardigan - eclipse blue,s.Oliver,FEMALE,womens-clothing-cardigans
124,ON321I0CS-A11,White,25,SUMMER,https://secure-i4.ztat.net/detail/ON/32/1I/0C/SA/11/ON321I0CS-A11@14.jpg,ONLNEW INVISIBLE - Cardigan - cloud dancer,ONLY,FEMALE,womens-clothing-cardigans
125,ON321I0CS-Q11,Black,25,SUMMER,https://secure-i2.ztat.net/detail/ON/32/1I/0C/SQ/11/ON321I0CS-Q11@16.jpg,ONLNEW INVISIBLE - Cardigan - black,ONLY,FEMALE,womens-clothing-cardigans
126,ON321I0CQ-I11,Lilac,25,SUMMER,https://secure-i4.ztat.net/detail/ON/32/1I/0C/QI/11/ON321I0CQ-I11@14.jpg,ONLNEW KONGFU - Cardigan - teaberry,ONLY,FEMALE,womens-clothing-cardigans
127,ON321I0CO-K11,Blue,30,SUMMER,https://secure-i6.ztat.net/detail/ON/32/1I/0C/OK/11/ON321I0CO-K11@16.jpg,ONLSPARKS - Cardigan - navy ,ONLY,FEMALE,womens-clothing-cardigans
128,ON321I0C6-C12,Grey,20,SUMMER,https://secure-i6.ztat.net/detail/ON/32/1I/0C/6C/12/ON321I0C6-C12@14.jpg,ONLVIVI - Cardigan - light grey melange,ONLY,FEMALE,womens-clothing-cardigans
